Symbol,Name,Sector,Industry,52high,52low,변동률(%),Sector2
A060310,3S,전자부품 제조업,반도체 웨이퍼 캐리어,4590,2440,88.1147541,전기/전자
A095570,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",8390,4820,74.06639004,서비스/오락/문화
A006840,AK홀딩스,기타 금융업,지주사업,27600,14100,95.74468085,금융업
A054620,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션,18400,7860,134.0966921,금융업
A265520,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,26050,16150,61.3003096,기계
A211270,AP위성,통신 및 방송 장비 제조업,위성통신 단말기,18500,8720,112.1559633,방송/통신
A395750,ARIRANG ESG가치주액티브,ETF,ETF,10159,6760,50.28106509,혼합
A269530,ARIRANG S&P글로벌인프라,ETF,ETF,16605,11250,47.6,혼합
A421320,ARIRANG iSelect우주항공&UAM,ETF,ETF,11380,8385,35.71854502,혼합
A161510,ARIRANG 고배당주,ETF,ETF,12806,10375,23.4313253,혼합
A419650,ARIRANG 글로벌수소&차세대연료전지MV,ETF,ETF,12425,7700,61.36363636,혼합
A269540,ARIRANG 미국S&P500(H),ETF,ETF,20000,15510,28.94906512,혼합
A287180,ARIRANG 미국나스닥테크,ETF,ETF,28500,18150,57.02479339,혼합
A027410,BGF,기타 금융업,지주회사,6090,3430,77.55102041,금융업
A282330,BGF리테일,종합 소매업,체인화 편의점,203000,137500,47.63636364,서비스/오락/문화
A138930,BNK금융지주,기타 금융업,금융지주회사,9170,6210,47.66505636,금융업
A001460,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",543000,384500,41.22236671,제조
A013720,CBI,자동차 신품 부품 제조업,엔진부품,1210,286,323.0769231,제조
A001040,CJ,기타 금융업,지주회사,100500,72100,39.38973648,금융업
A079160,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",32900,15800,108.2278481,방송/통신
A035760,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",185900,78100,138.028169,방송/통신
A311690,CJ 바이오사이언스,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",55000,26000,111.5384615,의료/의약
A00104K,CJ4우(전환),기타 금융업,지주회사,83400,63500,31.33858268,금융업
A000120,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",159500,95700,66.66666667,운송/운수
A011150,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",4600,2790,64.87455197,제조
A011155,CJ씨푸드1우,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",42000,22750,84.61538462,제조
A001045,CJ우,기타 금융업,지주회사,62500,44900,39.19821826,금융업
A097950,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",428500,332000,29.06626506,제조
A097955,CJ제일제당 우,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",201500,148000,36.14864865,제조
A051500,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",42800,25800,65.89147287,유통
A058820,CMG제약,의약품 제조업,의약품,4085,2270,79.95594714,의료/의약
A023460,CNH,신탁업 및 집합투자업,투자자문,3440,1670,105.988024,금융업
A065770,CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",4510,1470,206.8027211,방송/통신
A083660,CSA 코스믹,기타 화학제품 제조업,화장품 제조 및 판매,2350,1000,135,화학
A000590,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",79400,52700,50.66413662,금융업
A012030,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1120,707,58.41584158,IT
A404950,DB금융스팩10호,기타 금융업,인수목적,2280,2090,9.090909091,금융업
A367360,DB금융스팩9호,금융 지원 서비스업,기업인수 및 합병,2225,2070,7.487922705,금융업
A016610,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",7290,4460,63.4529148,금융업
A005830,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",72300,53600,34.8880597,서비스/오락/문화
A000990,DB하이텍,반도체 제조업,반도체 제조,84900,37950,123.715415,전기/전자
A139130,DGB금융지주,기타 금융업,지주회사,10850,7090,53.03244006,금융업
A001530,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",33008,15000,120.0533333,유통
A000210,DL,기타 금융업,지주회사,76300,54200,40.77490775,금융업
A001880,DL건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",31800,15300,107.8431373,건설업
A375500,DL이앤씨,토목 건설업,토목 건설 사업,69357,36450,90.27983539,건설업
A37550L,DL이앤씨2우(전환),토목 건설업,토목 건설 사업,45500,28500,59.64912281,건설업
A37550K,DL이앤씨우,토목 건설업,토목 건설 사업,42501,25650,65.69590643,건설업
A068790,DMS,특수 목적용 기계 제조업,LCD 제조장비,7270,4585,58.56052345,기계
A007340,DN오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,83600,44050,89.78433598,전기/전자
A004840,DRB동일,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",6460,3995,61.70212766,제조
A241520,DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자,6250,3900,60.25641026,금융업
A155660,DSR,1차 비철금속 제조업,합섬섬유로프,10850,4860,123.2510288,제조
A069730,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",9660,4160,132.2115385,철강
A017940,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",60600,43100,40.60324826,유통
A245620,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,4745,1775,167.3239437,의료/의약
A037370,EG,토목 건설업,"산화철, 대기수처리방지시설, 무역",18850,7540,150,건설업
A365550,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자,7340,5090,44.2043222,건설업
A050120,ES큐브,생활용품 도매업,"텐트, 원 ·부자재",6280,3505,79.17261056,유통
A084180,EV수성,일반 목적용 기계 제조업,전동지게차,2250,1320,70.45454545,기계
A383220,F&F,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",195800,123000,59.18699187,제조
A007700,F&F홀딩스,기타 금융업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",45650,14750,209.4915254,금융업
A214270,FSN,소프트웨어 개발 및 공급업,카울리,13800,3345,312.5560538,IT
A130500,GH신소재,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",9690,3385,186.2629247,제조
A114090,GKL,유원지 및 기타 오락관련 서비스업,카지노,17650,11700,50.85470085,서비스/오락/문화
A900290,GRT,기타 금융업,"광학필름, 포장필름",2935,1195,145.6066946,금융업
A078930,GS,기타 금융업,지주회사/부동산 임대,48450,37050,30.76923077,금융업
A083450,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller",37700,18850,100,기계
A006360,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",48200,24550,96.33401222,건설업
A001250,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",4650,2045,127.3838631,유통
A007070,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",33200,23700,40.08438819,서비스/오락/문화
A078935,GS우,기타 금융업,지주회사/부동산 임대,38300,32500,17.84615385,금융업
A402460,HANARO Fn K-메타버스MZ,ETF,ETF,12771,6295,102.8752979,혼합
A381560,HANARO Fn전기&수소차,ETF,ETF,10590,7250,46.06896552,혼합
A322410,HANARO 고배당,ETF,ETF,11607,9560,21.41213389,혼합
A354350,HANARO 글로벌럭셔리S&P(합성),ETF,ETF,20900,14350,45.6445993,혼합
A401590,HANARO 글로벌탄소배출권선물ICE(합성),ETF,ETF,13845,9120,51.80921053,혼합
A419170,HANARO 미국메타버스iSelect,ETF,ETF,10775,8205,31.32236441,혼합
A434730,HANARO 원자력iSelect,ETF,ETF,12240,9160,33.62445415,혼합
A306530,HANARO 코스닥150선물레버리지,ETF,ETF,15500,5830,165.8662093,혼합
A297890,HB솔루션,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",23300,11750,98.29787234,기계
A078150,HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비,2680,1745,53.58166189,기계
A012630,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",11150,6050,84.29752066,금융업
A089470,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",6440,3500,84,화학
A294870,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",27500,10550,160.6635071,건설업
A267250,HD현대,석유 정제품 제조업,지주회사,65900,46000,43.26086957,제조
A097230,HJ중공업,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",10100,4745,112.8556375,건설업
A195940,HK이노엔,의약품 제조업,"전문의약품, 숙취해소음료",68200,32100,112.4610592,의료/의약
A028300,HLB,선박 및 보트 건조업,"구명정, GRP/GRE PIPPE",58600,28500,105.6140351,운송/운수
A003580,HLB글로벌,기타 비금속광물 광업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",30750,6550,369.4656489,제조
A067630,HLB생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업",19500,9500,105.2631579,건설업
A047920,HLB제약,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",24650,8250,198.7878788,의료/의약
A115450,HLB테라퓨틱스,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",17800,7810,127.9129321,유통
A011200,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",38150,18150,110.1928375,운송/운수
A036640,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,10350,5060,104.5454545,제조
A082740,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",9200,5625,63.55555556,기계
A335870,IBKS제12호스팩,금융 지원 서비스업,기타 금융업,20650,2123,872.6801696,금융업
A405350,IBKS제17호스팩,금융 지원 서비스업,금융 지원 서비스,2680,2200,21.81818182,금융업
A003560,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1900,479,296.6597077,방송/통신
A095340,ISC,전자부품 제조업,반도체테스트소켓,41250,22650,82.1192053,전기/전자
A175330,JB금융지주,기타 금융업,금융지주 회사,9170,7000,31,금융업
A950170,JTC,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",5400,2555,111.3502935,서비스/오락/문화
A234080,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",16450,11150,47.53363229,의료/의약
A067290,JW신약,의약품 제조업,"매니큐어세트, 손톱깎이",5440,3165,71.87993681,의료/의약
A001060,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",30900,17650,75.07082153,의료/의약
A096760,JW홀딩스,기타 금융업,의약품 수출입업,4430,2770,59.92779783,금융업
A035900,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,64700,38350,68.70925684,서비스/오락/문화
Q580016,KB 레버리지 S&P 500 선물 ETN(H),ETN,ETN,13550,7410,82.86099865,혼합
Q580022,KB 레버리지 금 선물 ETN(H),ETN,ETN,24010,15330,56.62100457,혼합
Q580015,KB 레버리지 나스닥 100 ETN,ETN,ETN,18575,8470,119.3034238,혼합
Q580021,KB 인버스 천연가스 선물 ETN,ETN,ETN,15015,3805,294.6123522,혼합
A318000,KBG,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)",10600,4855,118.3316169,제조
A024840,KBI메탈,1차 비철금속 제조업,"동ROD, 모터코어",2420,1400,72.85714286,제조
A361580,KBSTAR 200TR,ETF,ETF,20785,14820,40.24966262,혼합
A252410,KBSTAR 200선물인버스,ETF,ETF,7020,5090,37.91748527,혼합
A105780,KBSTAR 5대그룹주,ETF,ETF,7904,5490,43.9708561,혼합
A367760,KBSTAR Fn5G테크,ETF,ETF,10984,7120,54.26966292,혼합
A367770,KBSTAR Fn수소경제테마,ETF,ETF,12720,8710,46.03903559,혼합
A326240,KBSTAR IT플러스,ETF,ETF,22820,13940,63.70157819,혼합
A401170,KBSTAR iSelect메타버스,ETF,ETF,13776,6050,127.7024793,혼합
A266160,KBSTAR 고배당,ETF,ETF,13174,10010,31.60839161,혼합
A417450,KBSTAR 글로벌수소경제Indxx,ETF,ETF,12335,9060,36.14790287,혼합
A196230,KBSTAR 단기통안채,ETF,ETF,112000,102185,9.605127954,혼합
A379780,KBSTAR 미국S&P500,ETF,ETF,12543,10338,21.32907719,혼합
A368590,KBSTAR 미국나스닥100,ETF,ETF,14722,10697,37.62737216,혼합
A136340,KBSTAR 중기우량회사채,ETF,ETF,107090,95875,11.69752282,혼합
A371150,KBSTAR 차이나항셍테크,ETF,ETF,8940,4820,85.47717842,혼합
A278240,KBSTAR 코스닥150선물레버리지,ETF,ETF,17920,6680,168.2634731,혼합
A275750,KBSTAR 코스닥150선물인버스,ETF,ETF,6030,4175,44.43113772,혼합
A334690,KBSTAR 팔라듐선물(H),ETF,ETF,18090,9270,95.14563107,혼합
A253280,KBSTAR 헬스케어,ETF,ETF,15945,9750,63.53846154,혼합
A105560,KB금융,기타 금융업,-,65800,44050,49.37570942,금융업
A024120,KB오토시스,자동차 신품 부품 제조업,브레이크패드,9590,3805,152.0367937,제조
A002380,KCC,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",435500,235000,85.31914894,화학
A021320,KCC건설,건물 건설업,"토목 건축공사, 분양공사",10900,5690,91.56414763,건설업
A344820,KCC글라스,유리 및 유리제품 제조업,판유리 등,71000,41300,71.91283293,제조
A036670,KCI,기타 화학제품 제조업,"폴리머,레진,계면활성제",9910,7690,28.8686606,화학
A009070,KCTC,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",7300,4065,79.58179582,운송/운수
A009440,KC그린홀딩스,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",5500,3560,54.49438202,금융업
A119650,KC코트렐,일반 목적용 기계 제조업,전기집진기 등,7420,3245,128.6594761,기계
A044180,KD,건물 건설업,건설사업(완성건물),1965,751,161.6511318,건설업
A092220,KEC,반도체 제조업,반도체 제조,4080,2275,79.34065934,전기/전자
A151860,KG ETS,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각",21950,10150,116.2561576,기타
A046440,KG모빌리언스,소프트웨어 개발 및 공급업,유무선전화결제서비스,12800,5810,120.3098107,IT
A016380,KG스틸,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",24650,8800,180.1136364,철강
A035600,KG이니시스,소프트웨어 개발 및 공급업,전자지불서비스,23650,12450,89.95983936,IT
A001390,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",51400,22200,131.5315315,화학
A226360,KH 건설,토목 건설업,기업인수합병,1930,552,249.6376812,건설업
A111870,KH 전자,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드",874,318,174.8427673,제조
A033180,KH 필룩스,전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",3445,1015,239.408867,전기/전자
A060720,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",26750,13900,92.44604317,전기/전자
A414270,KINDEX G2전기차&자율주행액티브,ETF,ETF,11155,8030,38.91656289,혼합
A411060,KINDEX KRX금현물,ETF,ETF,11405,9630,18.43198339,혼합
A365780,KINDEX 국고채10년,ETF,ETF,96079,81205,18.31660612,혼합
A265690,KINDEX 러시아MSCI(합성),ETF,ETF,38725,10070,284.5580933,혼합
A360200,KINDEX 미국S&P500,ETF,ETF,14522,11954,21.482349,혼합
A309230,KINDEX 미국WideMoat가치주,ETF,ETF,19550,15885,23.07208058,혼합
A402970,KINDEX 미국고배당S&P,ETF,ETF,11335,9676,17.14551468,혼합
A367380,KINDEX 미국나스닥100,ETF,ETF,15188,11032,37.67222625,혼합
A245710,KINDEX 베트남VN30(합성),ETF,ETF,24260,19360,25.30991736,혼합
A371130,KINDEX 베트남VN30선물블룸버그레버리지(H),ETF,ETF,23440,11705,100.2563007,혼합
A433500,KINDEX 원자력테마딥서치,ETF,ETF,13185,10000,31.85,혼합
A145670,KINDEX 인버스,ETF,ETF,6770,4835,40.02068252,혼합
A305050,KINDEX 코스피,ETF,ETF,30547,21995,38.88156399,혼합
A001940,KISCO홀딩스,1차 철강 제조업,지주사업,21700,13300,63.15789474,철강
A058400,KNN,텔레비전 방송업,방송프로그램 제작 및 송출,1660,883,87.99546999,방송/통신
A069500,KODEX 200,ETF,ETF,40309,28160,43.14275568,혼합
A226980,KODEX 200 중소형,ETF,ETF,15029,10250,46.62439024,혼합
A337160,KODEX 200ESG,ETF,ETF,14391,10395,38.44155844,혼합
A278530,KODEX 200TR,ETF,ETF,13300,9410,41.33900106,혼합
A284430,KODEX 200미국채혼합,ETF,ETF,13385,11720,14.20648464,혼합
A252670,KODEX 200선물인버스2X,ETF,ETF,3900,2105,85.27315914,혼합
A305720,KODEX 2차전지산업,ETF,ETF,16245,14583,11.39683193,혼합
A271060,KODEX 3대농산물선물(H),ETF,ETF,17000,10280,65.36964981,혼합
A401470,KODEX K-메타버스액티브,ETF,ETF,15324,7190,113.1293463,혼합
A385520,KODEX K-미래차액티브,ETF,ETF,11554,8360,38.20574163,혼합
A385510,KODEX K-신재생에너지액티브,ETF,ETF,12771,8906,43.39770941,혼합
A373490,KODEX K-이노베이션액티브,ETF,ETF,11587,8680,33.49078341,혼합
A229720,KODEX KTOP30,ETF,ETF,21631,14760,46.55149051,혼합
A261220,KODEX WTI원유선물(H),ETF,ETF,20560,10225,101.0757946,혼합
A271050,KODEX WTI원유선물인버스(H),ETF,ETF,8470,3740,126.4705882,혼합
A117700,KODEX 건설,ETF,ETF,3794,2485,52.67605634,혼합
A300950,KODEX 게임산업,ETF,ETF,19849,7440,166.7876344,혼합
A279530,KODEX 고배당,ETF,ETF,10315,8710,18.42709529,혼합
A132030,KODEX 골드선물(H),ETF,ETF,13525,10785,25.405656,혼합
A138910,KODEX 구리선물(H),ETF,ETF,9215,5715,61.24234471,혼합
A114260,KODEX 국고채3년,ETF,ETF,70000,52520,33.28255903,혼합
A352560,KODEX 다우존스미국리츠(H),ETF,ETF,16053,11225,43.01113586,혼합
A122630,KODEX 레버리지,ETF,ETF,24635,11755,109.5703956,혼합
A314250,KODEX 미국FANG플러스(H),ETF,ETF,31965,18170,75.9218492,혼합
A379800,KODEX 미국S&P500TR,ETF,ETF,12660,10490,20.68636797,혼합
A219480,KODEX 미국S&P500선물(H),ETF,ETF,23190,17300,34.04624277,혼합
A218420,KODEX 미국S&P에너지(합성),ETF,ETF,13785,7205,91.32546842,혼합
A379810,KODEX 미국나스닥100TR,ETF,ETF,13020,9455,37.70491803,혼합
A409820,KODEX 미국나스닥100레버리지(합성 H),ETF,ETF,10235,4200,143.6904762,혼합
A409810,KODEX 미국나스닥100선물인버스(H),ETF,ETF,14080,9790,43.82022472,혼합
A261240,KODEX 미국달러선물,ETF,ETF,12800,10295,24.3322001,혼합
A261250,KODEX 미국달러선물레버리지,ETF,ETF,14830,9755,52.02460277,혼합
A261260,KODEX 미국달러선물인버스2X,ETF,ETF,9140,5860,55.97269625,혼합
A411420,KODEX 미국메타버스나스닥액티브,ETF,ETF,10300,6180,66.66666667,혼합
A390390,KODEX 미국반도체MV,ETF,ETF,12905,8635,49.44991314,혼합
A308620,KODEX 미국채10년선물,ETF,ETF,12325,11150,10.53811659,혼합
A304670,KODEX 미국채울트라30년선물인버스(H),ETF,ETF,10325,6940,48.77521614,혼합
A419420,KODEX 미국클린에너지나스닥,ETF,ETF,12620,7795,61.89865298,혼합
A266360,KODEX 미디어&엔터테인먼트,ETF,ETF,28024,12070,132.1789561,혼합
A091160,KODEX 반도체,ETF,ETF,39983,22255,79.65850371,혼합
A140700,KODEX 보험,ETF,ETF,7582,5854,29.5182781,혼합
A102780,KODEX 삼성그룹,ETF,ETF,9916,7745,28.03098773,혼합
A251350,KODEX 선진국MSCI World,ETF,ETF,22040,18275,20.60191518,혼합
A140710,KODEX 운송,ETF,ETF,6772,4445,52.35095613,혼합
A400570,KODEX 유럽탄소배출권선물ICE(H),ETF,ETF,15500,8880,74.54954955,혼합
A144600,KODEX 은선물(H),ETF,ETF,5370,3505,53.20970043,혼합
A091170,KODEX 은행,ETF,ETF,8004,5375,48.91162791,혼합
A114800,KODEX 인버스,ETF,ETF,5470,3950,38.48101266,혼합
A091180,KODEX 자동차,ETF,ETF,22048,16600,32.81927711,혼합
A102970,KODEX 증권,ETF,ETF,7811,5060,54.36758893,혼합
A204450,KODEX 차이나H레버리지(H),ETF,ETF,5215,1925,170.9090909,혼합
A415340,KODEX 차이나과창판STAR50(합성),ETF,ETF,10375,6570,57.91476408,혼합
A256750,KODEX 차이나심천ChiNext(합성),ETF,ETF,15920,9900,60.80808081,혼합
A372330,KODEX 차이나항셍테크,ETF,ETF,8935,4825,85.18134715,혼합
A117680,KODEX 철강,ETF,ETF,9930,6780,46.46017699,혼합
A229200,KODEX 코스닥150,ETF,ETF,15347,9490,61.71759747,혼합
A233740,KODEX 코스닥150레버리지,ETF,ETF,17200,6185,178.0921584,혼합
A251340,KODEX 코스닥150선물인버스,ETF,ETF,5755,3950,45.69620253,혼합
A226490,KODEX 코스피,ETF,ETF,30815,21870,40.90077732,혼합
A237350,KODEX 코스피100,ETF,ETF,30620,21710,41.04099493,혼합
A138920,KODEX 콩선물(H),ETF,ETF,16750,10395,61.13516114,혼합
A266410,KODEX 필수소비재,ETF,ETF,9085,6735,34.89235338,혼합
A253230,KOSEF 200선물인버스2X,ETF,ETF,3890,2090,86.12440191,혼합
A100910,KOSEF KRX100,ETF,ETF,6340,4410,43.76417234,혼합
A104530,KOSEF 고배당,ETF,ETF,9895,7425,33.26599327,혼합
A200250,KOSEF 인도Nifty50(합성),ETF,ETF,21200,16360,29.58435208,혼합
A291630,KOSEF 코스닥150선물레버리지,ETF,ETF,7715,2890,166.9550173,혼합
A114450,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등,12700,3715,241.8573351,의료/의약
A025000,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",62400,47000,32.76595745,화학
A092230,KPX홀딩스,기초 화학물질 제조업,지주회사,66600,54600,21.97802198,화학
A000040,KR모터스,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",1040,505,105.9405941,운송/운수
A044450,KSS해운,해상 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여",12500,9190,36.01741023,운송/운수
A030200,KT,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",39150,29700,31.81818182,방송/통신
A033780,KT&G,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",86600,77100,12.32166018,제조
A058850,KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2725,1790,52.23463687,서비스/오락/문화
A058860,KTis,기타 정보 서비스업,"114전화번호안내, 고객센터",2900,2110,37.44075829,서비스/오락/문화
A060370,KT서브마린,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무,6920,4615,49.94582882,전기/전자
A122450,KX,텔레비전 방송업,방송채널사업 및 방송송출서비스,9730,6600,47.42424242,방송/통신
A052900,KX하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료),1945,1200,62.08333333,제조
A093050,LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조",20300,14850,36.7003367,제조
A003550,LG,기타 금융업,지주회사,96100,69900,37.48211731,금융업
A034220,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조,25800,12300,109.7560976,전기/전자
A051900,LG생활건강,기타 화학제품 제조업,"화장품,생활용품 제조,도매",1390000,605000,129.7520661,화학
A051905,LG생활건강우,기타 화학제품 제조업,"화장품,생활용품 제조,도매",690000,306000,125.4901961,화학
A373220,LG에너지솔루션,일차전지 및 축전지 제조업,"2차전지 (소형,ESS,자동차전지)",548000,356000,53.93258427,전기/전자
A003555,LG우,기타 금융업,지주회사,69900,58000,20.51724138,금융업
A032640,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",15100,11150,35.42600897,방송/통신
A011070,LG이노텍,전자부품 제조업,기타 전자부품 제조업,411500,190500,116.0104987,전기/전자
A066570,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",146000,81300,79.58179582,방송/통신
A066575,LG전자우,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",70400,36850,91.04477612,방송/통신
A037560,LG헬로비전,텔레비전 방송업,"케이블TV, 인터넷서비스 등",7480,4335,72.54901961,방송/통신
A051910,LG화학,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",850000,439000,93.62186788,화학
A051915,LG화학우,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",412500,232000,77.80172414,화학
A079550,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등,109000,46300,135.4211663,제조
A006260,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",68700,47550,44.47949527,금융업
A010120,LS ELECTRIC,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",68300,40250,69.68944099,전기/전자
A000680,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",4005,2440,64.13934426,유통
A229640,LS전선아시아,기타 금융업,-,8740,6400,36.5625,금융업
A108320,LX세미콘,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등",167800,80500,108.447205,전기/전자
